Perioden;Regio's;Gemiddelde verkoopprijs (euro)
2021;Tholen;264939
2022;Tholen;279252
2023;Tholen;301243
2024;Tholen;329359
1995;Thorn;91426
1996;Thorn;103519
1997;Thorn;136791
1998;Thorn;130634
1999;Thorn;201301
2000;Thorn;189015
2001;Thorn;213511
2002;Thorn;209673
2003;Thorn;221655
2004;Thorn;208685
2005;Thorn;213998
2006;Thorn;208404
2007;Thorn;
2008;Thorn;
2009;Thorn;
2010;Thorn;
2011;Thorn;
2012;Thorn;
2013;Thorn;
2014;Thorn;
2015;Thorn;
2016;Thorn;
2017;Thorn;
2018;Thorn;
2019;Thorn;
2020;Thorn;
2021;Thorn;
2022;Thorn;
2023;Thorn;
2024;Thorn;
1995;Tiel;96486
1996;Tiel;105117
1997;Tiel;110601
1998;Tiel;127517
1999;Tiel;144116
2000;Tiel;164548
2001;Tiel;204369
2002;Tiel;199581
2003;Tiel;194545
2004;Tiel;213795
2005;Tiel;204704
2006;Tiel;229840
2007;Tiel;231034
2008;Tiel;247479
2009;Tiel;225850
2010;Tiel;224422
2011;Tiel;213122
2012;Tiel;199027
2013;Tiel;184203
2014;Tiel;191289
2015;Tiel;201570
2016;Tiel;216920
2017;Tiel;225180
2018;Tiel;234232
2019;Tiel;260785
2020;Tiel;287184
2021;Tiel;323105
2022;Tiel;366982
2023;Tiel;367705
2024;Tiel;385022
1995;Tilburg;78212
1996;Tilburg;86934
1997;Tilburg;101651
1998;Tilburg;110136
1999;Tilburg;129060
2000;Tilburg;154308
2001;Tilburg;173810
2002;Tilburg;189294
2003;Tilburg;201720
2004;Tilburg;205973
2005;Tilburg;207675
2006;Tilburg;220140
2007;Tilburg;227717
2008;Tilburg;226023
2009;Tilburg;219425
2010;Tilburg;216804
2011;Tilburg;215642
2012;Tilburg;210354
2013;Tilburg;190282
2014;Tilburg;198216
2015;Tilburg;204190
2016;Tilburg;208106
2017;Tilburg;227092
2018;Tilburg;247997
2019;Tilburg;265272
2020;Tilburg;293733
2021;Tilburg;342612
2022;Tilburg;384896
2023;Tilburg;371491
2024;Tilburg;398630
1995;Tubbergen;96873
1996;Tubbergen;109861
1997;Tubbergen;128475
1998;Tubbergen;133994
1999;Tubbergen;182390
2000;Tubbergen;183785
2001;Tubbergen;203406
2002;Tubbergen;229100
2003;Tubbergen;249789
2004;Tubbergen;228985
2005;Tubbergen;242385
2006;Tubbergen;260789
2007;Tubbergen;281353
2008;Tubbergen;253736
2009;Tubbergen;229348
2010;Tubbergen;257871
2011;Tubbergen;249332
2012;Tubbergen;260798
2013;Tubbergen;235063
2014;Tubbergen;222842
2015;Tubbergen;233484
2016;Tubbergen;246299
2017;Tubbergen;270855
2018;Tubbergen;289730
2019;Tubbergen;317491
2020;Tubbergen;328689
2021;Tubbergen;372400
2022;Tubbergen;402986
2023;Tubbergen;408662
2024;Tubbergen;449691
1995;Twenterand;
1996;Twenterand;
1997;Twenterand;
1998;Twenterand;
1999;Twenterand;
2000;Twenterand;
2001;Twenterand;
2002;Twenterand;191529
2003;Twenterand;183397
2004;Twenterand;196133
2005;Twenterand;206476
2006;Twenterand;224464
2007;Twenterand;225192
2008;Twenterand;239847
2009;Twenterand;211473
2010;Twenterand;209680
2011;Twenterand;206908
2012;Twenterand;196497
2013;Twenterand;198645
2014;Twenterand;187335
2015;Twenterand;195482
2016;Twenterand;201440
2017;Twenterand;221020
2018;Twenterand;237752
2019;Twenterand;248957
2020;Twenterand;273030
2021;Twenterand;309662
2022;Twenterand;348114
2023;Twenterand;338159
2024;Twenterand;362592
1995;Tynaarlo;
1996;Tynaarlo;
1997;Tynaarlo;
1998;Tynaarlo;
1999;Tynaarlo;128198
2000;Tynaarlo;167913
2001;Tynaarlo;193475
2002;Tynaarlo;208101
2003;Tynaarlo;202837
2004;Tynaarlo;223887
2005;Tynaarlo;234087
2006;Tynaarlo;239156
2007;Tynaarlo;262361
2008;Tynaarlo;272412
2009;Tynaarlo;244327
2010;Tynaarlo;247609
2011;Tynaarlo;254612
2012;Tynaarlo;231622
2013;Tynaarlo;219146
2014;Tynaarlo;232828
2015;Tynaarlo;240252
2016;Tynaarlo;262004
2017;Tynaarlo;273808
2018;Tynaarlo;311688
2019;Tynaarlo;309779
2020;Tynaarlo;350488
2021;Tynaarlo;411599
2022;Tynaarlo;485627
2023;Tynaarlo;441709
2024;Tynaarlo;466557
1995;Tytsjerksteradiel;76261
1996;Tytsjerksteradiel;81601
1997;Tytsjerksteradiel;89775
1998;Tytsjerksteradiel;98628
1999;Tytsjerksteradiel;118858
2000;Tytsjerksteradiel;149702
2001;Tytsjerksteradiel;157481
2002;Tytsjerksteradiel;168437
2003;Tytsjerksteradiel;164360
2004;Tytsjerksteradiel;185711
2005;Tytsjerksteradiel;182127
2006;Tytsjerksteradiel;202764
2007;Tytsjerksteradiel;214797
2008;Tytsjerksteradiel;219314
2009;Tytsjerksteradiel;201948
2010;Tytsjerksteradiel;212728
2011;Tytsjerksteradiel;203716
2012;Tytsjerksteradiel;184405
2013;Tytsjerksteradiel;174452
2014;Tytsjerksteradiel;175070
2015;Tytsjerksteradiel;184378
2016;Tytsjerksteradiel;186058
2017;Tytsjerksteradiel;212124
2018;Tytsjerksteradiel;222739
2019;Tytsjerksteradiel;235601
2020;Tytsjerksteradiel;257895
2021;Tytsjerksteradiel;295332
2022;Tytsjerksteradiel;339855
2023;Tytsjerksteradiel;327843
2024;Tytsjerksteradiel;363050
1995;Ubbergen;102024
1996;Ubbergen;104569
1997;Ubbergen;139376
1998;Ubbergen;163600
1999;Ubbergen;171446
2000;Ubbergen;191937
2001;Ubbergen;211027
2002;Ubbergen;214605
2003;Ubbergen;244735
2004;Ubbergen;281559
2005;Ubbergen;235647
2006;Ubbergen;296621
2007;Ubbergen;260223
2008;Ubbergen;284212
2009;Ubbergen;276629
2010;Ubbergen;272298
2011;Ubbergen;286634
2012;Ubbergen;244974
2013;Ubbergen;257971
2014;Ubbergen;202141
2015;Ubbergen;
2016;Ubbergen;
2017;Ubbergen;
2018;Ubbergen;
2019;Ubbergen;
2020;Ubbergen;
2021;Ubbergen;
2022;Ubbergen;
2023;Ubbergen;
2024;Ubbergen;
1995;Uden;89351
1996;Uden;103300
1997;Uden;113644
1998;Uden;114997
1999;Uden;141512
2000;Uden;191896
2001;Uden;214290
2002;Uden;228224
2003;Uden;244475
2004;Uden;237442
2005;Uden;246493
2006;Uden;264272
2007;Uden;283337
2008;Uden;277233
2009;Uden;260775
2010;Uden;258328
2011;Uden;245325
2012;Uden;253211
2013;Uden;232999
2014;Uden;237081
2015;Uden;227743
2016;Uden;241112
2017;Uden;266731
2018;Uden;279099
2019;Uden;304260
2020;Uden;327042
2021;Uden;372898
2022;Uden;
2023;Uden;
2024;Uden;
1995;Udenhout;135393
1996;Udenhout;130388
1997;Udenhout;
1998;Udenhout;
1999;Udenhout;
2000;Udenhout;
2001;Udenhout;
2002;Udenhout;
2003;Udenhout;
2004;Udenhout;
2005;Udenhout;
2006;Udenhout;
2007;Udenhout;
2008;Udenhout;
2009;Udenhout;
2010;Udenhout;
2011;Udenhout;
2012;Udenhout;
2013;Udenhout;
2014;Udenhout;
2015;Udenhout;
2016;Udenhout;
2017;Udenhout;
2018;Udenhout;
2019;Udenhout;
2020;Udenhout;
2021;Udenhout;
2022;Udenhout;
2023;Udenhout;
2024;Udenhout;
1995;Uitgeest;104100
1996;Uitgeest;109845
1997;Uitgeest;132850
1998;Uitgeest;137796
1999;Uitgeest;163404
2000;Uitgeest;185143
2001;Uitgeest;208939
2002;Uitgeest;222537
2003;Uitgeest;227235
2004;Uitgeest;218826
2005;Uitgeest;237249
2006;Uitgeest;275147
2007;Uitgeest;270293
2008;Uitgeest;260618
2009;Uitgeest;248160
2010;Uitgeest;271461
2011;Uitgeest;243185
2012;Uitgeest;234238
2013;Uitgeest;198851
2014;Uitgeest;223301
2015;Uitgeest;243765
2016;Uitgeest;279462
2017;Uitgeest;280124
2018;Uitgeest;326862
2019;Uitgeest;336959
2020;Uitgeest;377100
2021;Uitgeest;413903
2022;Uitgeest;440975
2023;Uitgeest;430433
2024;Uitgeest;512685
1995;Uithoorn;111972
1996;Uithoorn;121902
1997;Uithoorn;134842
1998;Uithoorn;149249
1999;Uithoorn;180380
2000;Uithoorn;218934
2001;Uithoorn;217889
2002;Uithoorn;237046
2003;Uithoorn;219980
2004;Uithoorn;224121
2005;Uithoorn;237831
2006;Uithoorn;235121
2007;Uithoorn;264101
2008;Uithoorn;269964
2009;Uithoorn;256383
2010;Uithoorn;264309
2011;Uithoorn;250839
2012;Uithoorn;231242
2013;Uithoorn;213971
2014;Uithoorn;233040
2015;Uithoorn;244958
2016;Uithoorn;255574
2017;Uithoorn;297414
2018;Uithoorn;343942
2019;Uithoorn;364524
2020;Uithoorn;394007
2021;Uithoorn;435155
2022;Uithoorn;491962
2023;Uithoorn;492522
2024;Uithoorn;528003
1995;Urk;69513
1996;Urk;73100
1997;Urk;86866
1998;Urk;92246
1999;Urk;93478
2000;Urk;107841
2001;Urk;129934
2002;Urk;136287
2003;Urk;152742
2004;Urk;167266
2005;Urk;191946
2006;Urk;193805
2007;Urk;162031
2008;Urk;180598
2009;Urk;181990
2010;Urk;183114
2011;Urk;157632
2012;Urk;187777
2013;Urk;179052
2014;Urk;181103
2015;Urk;189998
2016;Urk;194649
2017;Urk;218969
2018;Urk;227275
2019;Urk;243089
2020;Urk;262460
2021;Urk;296183
2022;Urk;353662
2023;Urk;346323
2024;Urk;370874
1995;Utrecht (gemeente);85568
1996;Utrecht (gemeente);96925
1997;Utrecht (gemeente);109688
1998;Utrecht (gemeente);122563
1999;Utrecht (gemeente);148101
2000;Utrecht (gemeente);165717
2001;Utrecht (gemeente);183806
2002;Utrecht (gemeente);187545
2003;Utrecht (gemeente);197054
2004;Utrecht (gemeente);208120
2005;Utrecht (gemeente);219305
2006;Utrecht (gemeente);230815
2007;Utrecht (gemeente);248002
2008;Utrecht (gemeente);267507
2009;Utrecht (gemeente);252284
2010;Utrecht (gemeente);252064
2011;Utrecht (gemeente);255878
2012;Utrecht (gemeente);246061
2013;Utrecht (gemeente);231691
2014;Utrecht (gemeente);238446
2015;Utrecht (gemeente);245900
2016;Utrecht (gemeente);267618
2017;Utrecht (gemeente);307737
2018;Utrecht (gemeente);344018
2019;Utrecht (gemeente);379770
2020;Utrecht (gemeente);405791
2021;Utrecht (gemeente);469949
2022;Utrecht (gemeente);510980
2023;Utrecht (gemeente);474406
2024;Utrecht (gemeente);519924
1995;Utrechtse Heuvelrug;
1996;Utrechtse Heuvelrug;
1997;Utrechtse Heuvelrug;
1998;Utrechtse Heuvelrug;
1999;Utrechtse Heuvelrug;
2000;Utrechtse Heuvelrug;
2001;Utrechtse Heuvelrug;
2002;Utrechtse Heuvelrug;
2003;Utrechtse Heuvelrug;
2004;Utrechtse Heuvelrug;
2005;Utrechtse Heuvelrug;
2006;Utrechtse Heuvelrug;384337
2007;Utrechtse Heuvelrug;393732
2008;Utrechtse Heuvelrug;401140
2009;Utrechtse Heuvelrug;384414
2010;Utrechtse Heuvelrug;373726
2011;Utrechtse Heuvelrug;363825
2012;Utrechtse Heuvelrug;339915
2013;Utrechtse Heuvelrug;301893
2014;Utrechtse Heuvelrug;329586
2015;Utrechtse Heuvelrug;347389
2016;Utrechtse Heuvelrug;368914
2017;Utrechtse Heuvelrug;373794
2018;Utrechtse Heuvelrug;417345
2019;Utrechtse Heuvelrug;442777
2020;Utrechtse Heuvelrug;500361
2021;Utrechtse Heuvelrug;562887
2022;Utrechtse Heuvelrug;609028
2023;Utrechtse Heuvelrug;565002
2024;Utrechtse Heuvelrug;654710
1995;Vaals;104992
1996;Vaals;108917
1997;Vaals;108890
1998;Vaals;132849
1999;Vaals;119652
2000;Vaals;140534
2001;Vaals;144162
2002;Vaals;144776
2003;Vaals;132877
2004;Vaals;155329
2005;Vaals;175999
2006;Vaals;177850
2007;Vaals;187052
2008;Vaals;191999
2009;Vaals;184449
2010;Vaals;179613
2011;Vaals;193451
2012;Vaals;182002
2013;Vaals;161997
2014;Vaals;191801
2015;Vaals;200181
2016;Vaals;189124
2017;Vaals;193381
2018;Vaals;200287
2019;Vaals;228667
2020;Vaals;237242
2021;Vaals;284157
2022;Vaals;309886
2023;Vaals;339157
2024;Vaals;322260
1995;Valburg;105872
1996;Valburg;117179
1997;Valburg;146033
1998;Valburg;147576
1999;Valburg;171383
2000;Valburg;192050
2001;Valburg;
2002;Valburg;
2003;Valburg;
2004;Valburg;
2005;Valburg;
2006;Valburg;
2007;Valburg;
2008;Valburg;
2009;Valburg;
2010;Valburg;
2011;Valburg;
2012;Valburg;
2013;Valburg;
2014;Valburg;
2015;Valburg;
2016;Valburg;
2017;Valburg;
2018;Valburg;
2019;Valburg;
2020;Valburg;
2021;Valburg;
2022;Valburg;
2023;Valburg;
2024;Valburg;
1995;Valkenburg (ZH.);109083
1996;Valkenburg (ZH.);107482
1997;Valkenburg (ZH.);122077
1998;Valkenburg (ZH.);125466
1999;Valkenburg (ZH.);159641
2000;Valkenburg (ZH.);179822
2001;Valkenburg (ZH.);217077
2002;Valkenburg (ZH.);265810
2003;Valkenburg (ZH.);224810
2004;Valkenburg (ZH.);246852
2005;Valkenburg (ZH.);251101
2006;Valkenburg (ZH.);
2007;Valkenburg (ZH.);
2008;Valkenburg (ZH.);
2009;Valkenburg (ZH.);
2010;Valkenburg (ZH.);
2011;Valkenburg (ZH.);
2012;Valkenburg (ZH.);
2013;Valkenburg (ZH.);
2014;Valkenburg (ZH.);
2015;Valkenburg (ZH.);
2016;Valkenburg (ZH.);
2017;Valkenburg (ZH.);
2018;Valkenburg (ZH.);
2019;Valkenburg (ZH.);
2020;Valkenburg (ZH.);
2021;Valkenburg (ZH.);
2022;Valkenburg (ZH.);
2023;Valkenburg (ZH.);
2024;Valkenburg (ZH.);
1995;Valkenburg aan de Geul;107956
1996;Valkenburg aan de Geul;118488
1997;Valkenburg aan de Geul;144711
1998;Valkenburg aan de Geul;139396
1999;Valkenburg aan de Geul;172325
2000;Valkenburg aan de Geul;195642
2001;Valkenburg aan de Geul;193270
2002;Valkenburg aan de Geul;227447
2003;Valkenburg aan de Geul;210281
2004;Valkenburg aan de Geul;215464
2005;Valkenburg aan de Geul;230702
2006;Valkenburg aan de Geul;243275
2007;Valkenburg aan de Geul;241422
2008;Valkenburg aan de Geul;243937
2009;Valkenburg aan de Geul;234312
2010;Valkenburg aan de Geul;231493
2011;Valkenburg aan de Geul;246287
2012;Valkenburg aan de Geul;216724
2013;Valkenburg aan de Geul;205539
2014;Valkenburg aan de Geul;219926
2015;Valkenburg aan de Geul;213153
2016;Valkenburg aan de Geul;243077
2017;Valkenburg aan de Geul;252750
2018;Valkenburg aan de Geul;276241
2019;Valkenburg aan de Geul;275708
2020;Valkenburg aan de Geul;313227
2021;Valkenburg aan de Geul;371075
2022;Valkenburg aan de Geul;376053
2023;Valkenburg aan de Geul;374549
2024;Valkenburg aan de Geul;420963
1995;Valkenisse;103555
1996;Valkenisse;98670
1997;Valkenisse;
1998;Valkenisse;
1999;Valkenisse;
2000;Valkenisse;
2001;Valkenisse;
2002;Valkenisse;
2003;Valkenisse;
2004;Valkenisse;
2005;Valkenisse;
2006;Valkenisse;
2007;Valkenisse;
2008;Valkenisse;
2009;Valkenisse;
2010;Valkenisse;
2011;Valkenisse;
2012;Valkenisse;
2013;Valkenisse;
2014;Valkenisse;
2015;Valkenisse;
2016;Valkenisse;
2017;Valkenisse;
2018;Valkenisse;
2019;Valkenisse;
2020;Valkenisse;
2021;Valkenisse;
2022;Valkenisse;
2023;Valkenisse;
2024;Valkenisse;
1995;Valkenswaard;96969
1996;Valkenswaard;124653
1997;Valkenswaard;147751
1998;Valkenswaard;156036
1999;Valkenswaard;183991
2000;Valkenswaard;220516
2001;Valkenswaard;230914
2002;Valkenswaard;240370
2003;Valkenswaard;225956
2004;Valkenswaard;253963
2005;Valkenswaard;266613
2006;Valkenswaard;277607
2007;Valkenswaard;299332
2008;Valkenswaard;301943
2009;Valkenswaard;296150
2010;Valkenswaard;270439
2011;Valkenswaard;258686
2012;Valkenswaard;257876
2013;Valkenswaard;239522
2014;Valkenswaard;240617
2015;Valkenswaard;263716
2016;Valkenswaard;252314
2017;Valkenswaard;266796
2018;Valkenswaard;291885
2019;Valkenswaard;302218
2020;Valkenswaard;363915
2021;Valkenswaard;403714
2022;Valkenswaard;433790
2023;Valkenswaard;445032
2024;Valkenswaard;458998
1995;Veendam;62633
1996;Veendam;68196
1997;Veendam;72862
1998;Veendam;83569
1999;Veendam;95479
2000;Veendam;100755
2001;Veendam;120481
2002;Veendam;130553
2003;Veendam;137740
2004;Veendam;141701
2005;Veendam;143828
2006;Veendam;156333
2007;Veendam;162491
2008;Veendam;164079
2009;Veendam;153928
2010;Veendam;152994
2011;Veendam;154100
2012;Veendam;145414
2013;Veendam;137586
2014;Veendam;142885
2015;Veendam;144501
2016;Veendam;133346
2017;Veendam;158614
2018;Veendam;173373
2019;Veendam;187460
2020;Veendam;206197
2021;Veendam;231374
2022;Veendam;272927
2023;Veendam;269888
2024;Veendam;282322
1995;Veenendaal;93338
1996;Veenendaal;107294
1997;Veenendaal;115675
1998;Veenendaal;139593
1999;Veenendaal;164450
2000;Veenendaal;191639
2001;Veenendaal;200865
2002;Veenendaal;219802
2003;Veenendaal;220898
2004;Veenendaal;226814
2005;Veenendaal;230847
2006;Veenendaal;246439
2007;Veenendaal;262853
2008;Veenendaal;271216
2009;Veenendaal;240991
2010;Veenendaal;233998
2011;Veenendaal;241595
2012;Veenendaal;235783
2013;Veenendaal;207178
2014;Veenendaal;215747
2015;Veenendaal;217566
2016;Veenendaal;228195
2017;Veenendaal;249434
2018;Veenendaal;270646
2019;Veenendaal;286669
2020;Veenendaal;311679
2021;Veenendaal;367626
2022;Veenendaal;429360
2023;Veenendaal;393050
2024;Veenendaal;403296
1995;Veere;92662
1996;Veere;110441
1997;Veere;112968
1998;Veere;116833
1999;Veere;146391
2000;Veere;174248
2001;Veere;175170
2002;Veere;195447
2003;Veere;208723
2004;Veere;236672
2005;Veere;243740
2006;Veere;286239
2007;Veere;256689
2008;Veere;252205
2009;Veere;263274
2010;Veere;269263
2011;Veere;274814
2012;Veere;256264
2013;Veere;232800
2014;Veere;240880
2015;Veere;242879
2016;Veere;261978
2017;Veere;277322
2018;Veere;282650
2019;Veere;332804
2020;Veere;381893
2021;Veere;373049
2022;Veere;480841
2023;Veere;450324
2024;Veere;434698
1995;Veghel;91857
1996;Veghel;103675
1997;Veghel;107636
1998;Veghel;118891
1999;Veghel;157777
2000;Veghel;190336
2001;Veghel;220724
2002;Veghel;236278
2003;Veghel;232746
2004;Veghel;242302
2005;Veghel;242690
2006;Veghel;271670
2007;Veghel;279255
2008;Veghel;286087
2009;Veghel;273672
2010;Veghel;274972
2011;Veghel;247958
2012;Veghel;252103
2013;Veghel;222492
2014;Veghel;212561
2015;Veghel;222193
2016;Veghel;233498
2017;Veghel;
2018;Veghel;
2019;Veghel;
2020;Veghel;
2021;Veghel;
2022;Veghel;
2023;Veghel;
2024;Veghel;
1995;Veldhoven;94637
1996;Veldhoven;111358
1997;Veldhoven;134840
1998;Veldhoven;142572
1999;Veldhoven;160186
2000;Veldhoven;200793
2001;Veldhoven;211788
2002;Veldhoven;236967
2003;Veldhoven;230115
2004;Veldhoven;233704
2005;Veldhoven;240032
2006;Veldhoven;263359
2007;Veldhoven;287335
2008;Veldhoven;306255
2009;Veldhoven;281628
2010;Veldhoven;259586
2011;Veldhoven;282343
2012;Veldhoven;247147
2013;Veldhoven;244483
2014;Veldhoven;251154
2015;Veldhoven;259935
2016;Veldhoven;269584
2017;Veldhoven;288638
2018;Veldhoven;327609
2019;Veldhoven;351668
2020;Veldhoven;384498
2021;Veldhoven;435660
2022;Veldhoven;499968
2023;Veldhoven;486364
2024;Veldhoven;512413
1995;Velsen;98219
1996;Velsen;106629
1997;Velsen;125674
1998;Velsen;137438
1999;Velsen;160456
2000;Velsen;182856
2001;Velsen;207625
2002;Velsen;216085
2003;Velsen;223374
2004;Velsen;244333
2005;Velsen;237778
2006;Velsen;257014
2007;Velsen;273352
2008;Velsen;282716
2009;Velsen;259846
2010;Velsen;279962
2011;Velsen;257722
2012;Velsen;233218
2013;Velsen;225454
2014;Velsen;231859
2015;Velsen;238076
2016;Velsen;275851
2017;Velsen;279962
2018;Velsen;304802
2019;Velsen;343305
2020;Velsen;361612
2021;Velsen;406030
2022;Velsen;482234
2023;Velsen;445225
2024;Velsen;475076
1995;Venhuizen;107470
1996;Venhuizen;113490
1997;Venhuizen;126221
1998;Venhuizen;161152
1999;Venhuizen;184825
2000;Venhuizen;214345
2001;Venhuizen;247459
2002;Venhuizen;252885
2003;Venhuizen;247817
2004;Venhuizen;255728
2005;Venhuizen;292465
2006;Venhuizen;
2007;Venhuizen;
2008;Venhuizen;
2009;Venhuizen;
2010;Venhuizen;
2011;Venhuizen;
2012;Venhuizen;
2013;Venhuizen;
2014;Venhuizen;
2015;Venhuizen;
2016;Venhuizen;
2017;Venhuizen;
2018;Venhuizen;
2019;Venhuizen;
2020;Venhuizen;
2021;Venhuizen;
2022;Venhuizen;
2023;Venhuizen;
2024;Venhuizen;
1995;Venlo;90891
1996;Venlo;94182
1997;Venlo;103551
1998;Venlo;111961
1999;Venlo;119490
2000;Venlo;128838
2001;Venlo;142242
2002;Venlo;145239
2003;Venlo;154219
2004;Venlo;164991
2005;Venlo;170431
2006;Venlo;181526
2007;Venlo;190461
2008;Venlo;184089
2009;Venlo;186716
2010;Venlo;177199
2011;Venlo;185997
2012;Venlo;175299
2013;Venlo;161826
2014;Venlo;176685
2015;Venlo;178519
2016;Venlo;191062
2017;Venlo;203397
2018;Venlo;221157
2019;Venlo;245618
2020;Venlo;265942
2021;Venlo;304030
2022;Venlo;341127
2023;Venlo;318113
2024;Venlo;362468
1995;Venray;96408
1996;Venray;105336
1997;Venray;110745
1998;Venray;124921
1999;Venray;153213
2000;Venray;169831
2001;Venray;180306
2002;Venray;207671
2003;Venray;204034
2004;Venray;209091
2005;Venray;216187
2006;Venray;236637
2007;Venray;245635
2008;Venray;240955
2009;Venray;222968
2010;Venray;217503
2011;Venray;217656
2012;Venray;215171
2013;Venray;207048
2014;Venray;203279
2015;Venray;219601
2016;Venray;214737
2017;Venray;230745
2018;Venray;250639
2019;Venray;258421
2020;Venray;280883
2021;Venray;303827
2022;Venray;367108
2023;Venray;369202
2024;Venray;388733
1995;Vessem, Wintelre en Knegsel;127467
1996;Vessem, Wintelre en Knegsel;162366
1997;Vessem, Wintelre en Knegsel;
1998;Vessem, Wintelre en Knegsel;
1999;Vessem, Wintelre en Knegsel;
2000;Vessem, Wintelre en Knegsel;
2001;Vessem, Wintelre en Knegsel;
2002;Vessem, Wintelre en Knegsel;
2003;Vessem, Wintelre en Knegsel;
2004;Vessem, Wintelre en Knegsel;
2005;Vessem, Wintelre en Knegsel;
2006;Vessem, Wintelre en Knegsel;
